2026-08-20 20:21:05,316 | HTTP Request: HEAD https://huggingface.co/MoritzLaurer/deberta-v3-large-zeroshot-v2.0/resolve/main/config.json "HTTP/1.1 307 Temporary Redirect"
2026-08-20 20:21:05,317 | Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
2026-08-20 20:21:05,446 | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/models/MoritzLaurer/deberta-v3-large-zeroshot-v2.0/cf44676c28ba7312e5c5f8f8d2c22b3e0c9cdae2/config.json "HTTP/1.1 200 OK"
2026-08-20 20:21:06,173 | HTTP Request: GET https://huggingface.co/api/models/MoritzLaurer/deberta-v3-large-zeroshot-v2.0/tree/main/additional_chat_templates?recursive=false&expand=false "HTTP/1.1 404 Not Found"
2026-08-20 20:21:06,425 | HTTP Request: GET https://huggingface.co/api/models/MoritzLaurer/deberta-v3-large-zeroshot-v2.0/tree/main?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-08-20 20:21:07,988 | HTTP Request: GET https://huggingface.co/api/models/MoritzLaurer/deberta-v3-large-zeroshot-v2.0 "HTTP/1.1 200 OK"
2026-08-20 20:21:08,232 | HTTP Request: HEAD https://huggingface.co/MoritzLaurer/deberta-v3-large-zeroshot-v2.0/resolve/main/processor_config.json "HTTP/1.1 404 Not Found"
2026-08-20 20:21:08,774 | HTTP Request: HEAD https://huggingface.co/MoritzLaurer/deberta-v3-large-zeroshot-v2.0/resolve/main/video_preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-08-20 20:21:09,008 | HTTP Request: HEAD https://huggingface.co/MoritzLaurer/deberta-v3-large-zeroshot-v2.0/resolve/main/preprocessor_config.json "HTTP/1.1 404 Not Found"
2026-08-20 20:21:29,885 | Command #1 | ASR Error | ASR Error: ASR produced an empty transcript!
2026-08-20 20:22:25,061 | Imported existing <module 'comtypes.gen' from 'E:\\Learning\\Deep Work\\49\\Final Project v1\\.venv\\lib\\site-packages\\comtypes\\gen\\__init__.py'>
2026-08-20 20:22:25,062 | Using writeable comtypes cache directory: 'E:\Learning\Deep Work\49\Final Project v1\.venv\lib\site-packages\comtypes\gen'
2026-08-20 20:22:28,082 | Command #2 | Expected Intent: GREETING | Transcript: Hello. | Cleaned Text: hello | Predicted Intent: GREETING | Confidence: 0.9946 | Recognition: Recognized | Accuracy: Correct | Action: GREETING | Response: Hello! How can I help you?
2026-08-20 20:23:26,962 | Command #3 | Expected Intent: GET_TIME | Transcript: What time is it? | Cleaned Text: what time is it | Predicted Intent: GET_TIME | Confidence: 0.9846 | Recognition: Recognized | Accuracy: Correct | Action: GET_TIME | Response: The current time is 20:23:22.
2026-08-20 20:24:26,715 | Command #4 | Expected Intent: GET_DATE | Transcript: What is today's date? | Cleaned Text: what is todays date | Predicted Intent: GET_DATE | Confidence: 0.9941 | Recognition: Recognized | Accuracy: Correct | Action: GET_DATE | Response: Today's date is 2026-08-20.
2026-08-20 20:25:28,453 | Command #5 | Expected Intent: JOKE | Transcript: Tell me a joke. | Cleaned Text: tell me a joke | Predicted Intent: JOKE | Confidence: 0.9925 | Recognition: Recognized | Accuracy: Correct | Action: JOKE | Response: Why do programmers hate nature? It has too many bugs!
2026-08-20 20:26:36,860 | Command #6 | Expected Intent: GET_TIME | Transcript: The sky is very blue today. | Cleaned Text: the sky is very blue today | Predicted Intent: NOT_RECOGNIZED | Confidence: 0.3799 | Recognition: Not Recognized | Accuracy: N/A | Action: Not Recognized | Response: I'm sorry, I didn't understand that. Please try again.
2026-08-20 20:27:45,058 | Command #7 | Expected Intent: GET_DATE | Transcript: What time is it? | Cleaned Text: what time is it | Predicted Intent: GET_TIME | Confidence: 0.9846 | Recognition: Recognized | Accuracy: Incorrect | Action: GET_TIME | Response: The current time is 20:27:40.
2026-08-20 20:28:43,598 | Command #8 | Expected Intent: GREETING | Transcript: Hi there! | Cleaned Text: hi there | Predicted Intent: GREETING | Confidence: 0.9878 | Recognition: Recognized | Accuracy: Correct | Action: GREETING | Response: Hello! How can I help you?
2026-08-20 20:29:45,972 | Command #9 | Expected Intent: GET_TIME | Transcript: Tell me the current time. | Cleaned Text: tell me the current time | Predicted Intent: GET_TIME | Confidence: 0.8798 | Recognition: Recognized | Accuracy: Correct | Action: GET_TIME | Response: The current time is 20:29:41.
2026-08-20 20:30:48,272 | Command #10 | Expected Intent: GET_DATE | Transcript: Tell me the date. | Cleaned Text: tell me the date | Predicted Intent: GET_DATE | Confidence: 0.8811 | Recognition: Recognized | Accuracy: Correct | Action: GET_DATE | Response: Today's date is 2026-08-20.
2026-08-20 20:31:50,802 | Command #11 | Expected Intent: JOKE | Transcript: Can you tell me a joke? | Cleaned Text: can you tell me a joke | Predicted Intent: JOKE | Confidence: 0.9897 | Recognition: Recognized | Accuracy: Correct | Action: JOKE | Response: Why do programmers hate nature? It has too many bugs!
2026-08-20 20:32:53,571 | Command #12 | Expected Intent: GET_DATE | Transcript: I like eating pizza. | Cleaned Text: i like eating pizza | Predicted Intent: JOKE | Confidence: 0.8462 | Recognition: Recognized | Accuracy: Incorrect | Action: JOKE | Response: Why was the Python programmer confused? Because he couldn't C!
2026-08-20 20:34:06,192 | Command #13 | Expected Intent: GET_TIME | Transcript: What is today's date? | Cleaned Text: what is todays date | Predicted Intent: GET_DATE | Confidence: 0.9941 | Recognition: Recognized | Accuracy: Incorrect | Action: GET_DATE | Response: Today's date is 2026-08-20.
2026-08-20 20:35:06,077 | Command #14 | Expected Intent: GREETING | Transcript: Hey! | Cleaned Text: hey | Predicted Intent: NOT_RECOGNIZED | Confidence: 0.5028 | Recognition: Not Recognized | Accuracy: N/A | Action: Not Recognized | Response: I'm sorry, I didn't understand that. Please try again.
2026-08-20 20:36:15,139 | Command #15 | Expected Intent: GET_TIME | Transcript: Can you tell me what time it is? | Cleaned Text: can you tell me what time it is | Predicted Intent: GET_TIME | Confidence: 0.9348 | Recognition: Recognized | Accuracy: Correct | Action: GET_TIME | Response: The current time is 20:36:11.
2026-08-20 20:37:17,269 | Command #16 | Expected Intent: GET_DATE | Transcript: What date is it today? | Cleaned Text: what date is it today | Predicted Intent: GET_DATE | Confidence: 0.9906 | Recognition: Recognized | Accuracy: Correct | Action: GET_DATE | Response: Today's date is 2026-08-20.
2026-08-20 20:38:17,273 | Command #17 | Expected Intent: JOKE | Transcript: Make me laugh. | Cleaned Text: make me laugh | Predicted Intent: JOKE | Confidence: 0.9906 | Recognition: Recognized | Accuracy: Correct | Action: JOKE | Response: Why do programmers hate nature? It has too many bugs!
2026-08-20 20:39:15,511 | Command #18 | Expected Intent: GREETING | Transcript: My computer is on the table. | Cleaned Text: my computer is on the table | Predicted Intent: NOT_RECOGNIZED | Confidence: 0.5102 | Recognition: Not Recognized | Accuracy: N/A | Action: Not Recognized | Response: I'm sorry, I didn't understand that. Please try again.
2026-08-20 20:40:15,402 | Command #19 | Expected Intent: GREETING | Transcript: Tell me a joke. | Cleaned Text: tell me a joke | Predicted Intent: JOKE | Confidence: 0.9925 | Recognition: Recognized | Accuracy: Incorrect | Action: JOKE | Response: Why did the programmer quit his job? Because he didn't get arrays!
2026-08-20 20:41:15,436 | Command #20 | Expected Intent: GREETING | Transcript: Good morning! | Cleaned Text: good morning | Predicted Intent: GREETING | Confidence: 0.9897 | Recognition: Recognized | Accuracy: Correct | Action: GREETING | Response: Hello! How can I help you?
2026-08-20 20:42:15,784 | Command #21 | Expected Intent: GET_TIME | Transcript: What is the time right now? | Cleaned Text: what is the time right now | Predicted Intent: GET_TIME | Confidence: 0.8501 | Recognition: Recognized | Accuracy: Correct | Action: GET_TIME | Response: The current time is 20:42:11.
2026-08-20 20:43:22,478 | Command #22 | Expected Intent: GET_DATE | Transcript: Can you tell me today's date? | Cleaned Text: can you tell me todays date | Predicted Intent: NOT_RECOGNIZED | Confidence: 0.7984 | Recognition: Not Recognized | Accuracy: N/A | Action: Not Recognized | Response: I'm sorry, I didn't understand that. Please try again.
2026-08-20 20:44:29,675 | Command #23 | Expected Intent: JOKE | Transcript: I need to hear a joke. | Cleaned Text: i need to hear a joke | Predicted Intent: JOKE | Confidence: 0.9828 | Recognition: Recognized | Accuracy: Correct | Action: JOKE | Response: Why did the programmer quit his job? Because he didn't get arrays!
2026-08-20 20:45:31,788 | Command #24 | Expected Intent: JOKE | Transcript: I need to buy a new keyboard. | Cleaned Text: i need to buy a new keyboard | Predicted Intent: NOT_RECOGNIZED | Confidence: 0.7687 | Recognition: Not Recognized | Accuracy: N/A | Action: Not Recognized | Response: I'm sorry, I didn't understand that. Please try again.
2026-08-20 20:46:27,497 | Command #25 | Expected Intent: JOKE | Transcript: Hello, how are you? | Cleaned Text: hello how are you | Predicted Intent: GREETING | Confidence: 0.9598 | Recognition: Recognized | Accuracy: Incorrect | Action: GREETING | Response: Hello! How can I help you?
2026-08-20 20:47:23,057 | Command #26 | Expected Intent: GREETING | Transcript: Hello, how are you? | Cleaned Text: hello how are you | Predicted Intent: GREETING | Confidence: 0.9598 | Recognition: Recognized | Accuracy: Correct | Action: GREETING | Response: Hello! How can I help you?
2026-08-20 20:48:18,004 | Command #27 | Expected Intent: GET_TIME | Transcript: Give me the current time. | Cleaned Text: give me the current time | Predicted Intent: GET_TIME | Confidence: 0.9345 | Recognition: Recognized | Accuracy: Correct | Action: GET_TIME | Response: The current time is 20:48:13.
2026-08-20 20:49:16,513 | Command #28 | Expected Intent: GET_DATE | Transcript: What is the current date? | Cleaned Text: what is the current date | Predicted Intent: GET_DATE | Confidence: 0.8061 | Recognition: Recognized | Accuracy: Correct | Action: GET_DATE | Response: Today's date is 2026-08-20.
2026-08-20 20:50:14,351 | Command #29 | Expected Intent: JOKE | Transcript: Tell me something funny. | Cleaned Text: tell me something funny | Predicted Intent: JOKE | Confidence: 0.9772 | Recognition: Recognized | Accuracy: Correct | Action: JOKE | Response: Why was the Python programmer confused? Because he couldn't C!
2026-08-20 20:51:07,016 | Command #30 | Expected Intent: GOODBYE | Transcript: See you soon! | Cleaned Text: see you soon | Predicted Intent: GOODBYE | Confidence: 0.8092 | Recognition: Recognized | Accuracy: Correct | Action: GOODBYE | Response: Goodbye!
